M1ANot assigned
M1BScarborough(Malvern / Rouge)
M1CScarborough(Rouge Hill / Port Union / Highland Creek)
M1EScarborough(Guildwood / Morningside / West Hill)
M1GScarborough(Woburn)
M1HScarborough(Cedarbrae)
M1JScarborough(Scarborough Village)
M1KScarborough(Kennedy Park / Ionview / East Birchmount Park)
M1LScarborough(Golden Mile / Clairlea / Oakridge)
M1MScarborough(Cliffside / Cliffcrest / Scarborough Village West)
M1NScarborough(Birch Cliff / Cliffside West)
M1PScarborough(Dorset Park / Wexford Heights / Scarborough Town Centre)
M1RScarborough(Wexford / Maryvale)
M1SScarborough(Agincourt)
M1TScarborough(Clarks Corners / Tam O'Shanter / Sullivan)
M1VScarborough(Milliken / Agincourt North / Steeles East / L'Amoreaux East)
M1WScarborough(Steeles West / L'Amoreaux West)
M1XScarborough(Upper Rouge)
M1YNot assigned
M1ZNot assigned
M1ANot assigned
M1BScarborough(Malvern / Rouge)
M1CScarborough(Rouge Hill / Port Union / Highland Creek)
M1EScarborough(Guildwood / Morningside / West Hill)
M1GScarborough(Woburn)
M1HScarborough(Cedarbrae)
M1JScarborough(Scarborough Village)
M1KScarborough(Kennedy Park / Ionview / East Birchmount Park)
M1LScarborough(Golden Mile / Clairlea / Oakridge)
M1MScarborough(Cliffside / Cliffcrest / Scarborough Village West)
M1NScarborough(Birch Cliff / Cliffside West)
M1PScarborough(Dorset Park / Wexford Heights / Scarborough Town Centre)
M1RScarborough(Wexford / Maryvale)
M1SScarborough(Agincourt)
M1TScarborough(Clarks Corners / Tam O'Shanter / Sullivan)
M1VScarborough(Milliken / Agincourt North / Steeles East / L'Amoreaux East)
M1WScarborough(Steeles West / L'Amoreaux West)
M1XScarborough(Upper Rouge)
M1YNot assigned
M1ZNot assigned
M2ANot assigned
M2BNot assigned
M2CNot assigned
M2ENot assigned
M2GNot assigned
M2HNorth York(Hillcrest Village)
M2JNorth York(Fairview / Henry Farm / Oriole)
M2KNorth York(Bayview Village)
M2LNorth York(York Mills / Silver Hills)
M2MNorth York(Willowdale / Newtonbrook)
M2NNorth York(Willowdale)South
M2PNorth York(York Mills West)
M2RNorth York(Willowdale)West
M2SNot assigned
M2TNot assigned
M2VNot assigned
M2WNot assigned
M2XNot assigned
M2YNot assigned
M2ZNot assigned
M3ANorth York(Parkwoods)
M3BNorth York(Don Mills)North
M3CNorth York(Don Mills)South(Flemingdon Park)
M3ENot assigned
M3GNot assigned
M3HNorth York(Bathurst Manor / Wilson Heights / Downsview North)
M3JNorth York(Northwood Park / York University)
M3KNorth York(Downsview)East (CFB Toronto)
M3LNorth York(Downsview)West
M3MNorth York(Downsview)Central
M3NNorth York(Downsview)Northwest
M3PNot assigned
M3RNot assigned
M3SNot assigned
M3TNot assigned
M3VNot assigned
M3WNot assigned
M3XNot assigned
M3YNot assigned
M3ZNot assigned
M4ANorth York(Victoria Village)
M4BEast York(Parkview Hill / Woodbine Gardens)
M4CEast York(Woodbine Heights)
M4EEast Toronto(The Beaches)
M4GEast York(Leaside)
M4HEast York(Thorncliffe Park)
M4JEast YorkEast Toronto(The Danforth East)
M4KEast Toronto(The Danforth West / Riverdale)
M4LEast Toronto(India Bazaar / The Beaches West)
M4MEast Toronto(Studio District)
M4NCentral Toronto(Lawrence Park)
M4PCentral Toronto(Davisville North)
M4RCentral Toronto(North Toronto West)
M4SCentral Toronto(Davisville)
M4TCentral Toronto(Moore Park / Summerhill East)
M4VCentral Toronto(Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park)
